Descr,Degree of Truth
"For most records in test set in euthymia with high localjitter, contribution of localshimmer is strongly positive",0.0
"For around half records in test set in euthymia with high localjitter, contribution of localshimmer is strongly positive",0.0
"For few records in test set in euthymia with high localjitter, contribution of localshimmer is strongly positive",1.0
"For almost none records in test set in euthymia with high localjitter, contribution of localshimmer is strongly positive",0.5261235200401536
"For almost every records in test set in euthymia with high localjitter, contribution of pitch_mean is strongly negative",1.0
"For most records in test set in euthymia with high localjitter, contribution of pitch_mean is strongly negative",1.0
"For around half records in test set in euthymia with high localjitter, contribution of pitch_mean is strongly negative",0.0
"For few records in test set in euthymia with high localjitter, contribution of pitch_mean is strongly negative",0.0
"For almost none records in test set in euthymia with high localjitter, contribution of pitch_mean is strongly negative",0.0
"For almost every records in test set in euthymia with high localjitter, contribution of pitch_mean is around zero",0.0
"For most records in test set in euthymia with high localjitter, contribution of pitch_mean is around zero",0.0
"For around half records in test set in euthymia with high localjitter, contribution of pitch_mean is around zero",0.0
"For few records in test set in euthymia with high localjitter, contribution of pitch_mean is around zero",1.0
"For almost none records in test set in euthymia with high localjitter, contribution of pitch_mean is around zero",1.0
"For almost every records in test set in euthymia with high localjitter, contribution of pitch_mean is strongly positive",0.0
"For most records in test set in euthymia with high localjitter, contribution of pitch_mean is strongly positive",0.0
"For around half records in test set in euthymia with high localjitter, contribution of pitch_mean is strongly positive",0.0
"For few records in test set in euthymia with high localjitter, contribution of pitch_mean is strongly positive",1.0
"For almost none records in test set in euthymia with high localjitter, contribution of pitch_mean is strongly positive",1.0
"For almost every records in test set in depression with high localjitter, contribution of energy_mean is strongly negative",0.0
"For most records in test set in depression with high localjitter, contribution of energy_mean is strongly negative",0.0
"For around half records in test set in depression with high localjitter, contribution of energy_mean is strongly negative",0.5844087660150497
"For few records in test set in depression with high localjitter, contribution of energy_mean is strongly negative",0.44935474039097023
"For almost none records in test set in depression with high localjitter, contribution of energy_mean is strongly negative",0.0
"For almost every records in test set in depression with high localjitter, contribution of energy_mean is around zero",0.0
"For most records in test set in depression with high localjitter, contribution of energy_mean is around zero",0.0
"For around half records in test set in depression with high localjitter, contribution of energy_mean is around zero",0.33606189403033826
"For few records in test set in depression with high localjitter, contribution of energy_mean is around zero",0.598362863581797
"For almost none records in test set in depression with high localjitter, contribution of energy_mean is around zero",0.0
"For almost every records in test set in depression with high localjitter, contribution of energy_mean is strongly positive",0.0
"For most records in test set in depression with high localjitter, contribution of energy_mean is strongly positive",0.0
"For around half records in test set in depression with high localjitter, contribution of energy_mean is strongly positive",1.0
"For few records in test set in depression with high localjitter, contribution of energy_mean is strongly positive",0.0
"For almost none records in test set in depression with high localjitter, contribution of energy_mean is strongly positive",0.0
"For almost every records in test set in depression with high localjitter, contribution of f0_slope_mean is strongly negative",0.0
"For most records in test set in depression with high localjitter, contribution of f0_slope_mean is strongly negative",0.0
"For around half records in test set in depression with high localjitter, contribution of f0_slope_mean is strongly negative",0.835313268145719
"For few records in test set in depression with high localjitter, contribution of f0_slope_mean is strongly negative",0.29881203911256854
"For almost none records in test set in depression with high localjitter, contribution of f0_slope_mean is strongly negative",0.0
"For almost every records in test set in depression with high localjitter, contribution of f0_slope_mean is around zero",0.0
"For most records in test set in depression with high localjitter, contribution of f0_slope_mean is around zero",0.0
"For around half records in test set in depression with high localjitter, contribution of f0_slope_mean is around zero",0.2357900917019858
"For few records in test set in depression with high localjitter, contribution of f0_slope_mean is around zero",0.6585259449788086
"For almost none records in test set in depression with high localjitter, contribution of f0_slope_mean is around zero",0.0
"For almost every records in test set in depression with high localjitter, contribution of f0_slope_mean is strongly positive",0.0
"For most records in test set in depression with high localjitter, contribution of f0_slope_mean is strongly positive",0.0
"For around half records in test set in depression with high localjitter, contribution of f0_slope_mean is strongly positive",1.0
"For few records in test set in depression with high localjitter, contribution of f0_slope_mean is strongly positive",0.0
"For almost none records in test set in depression with high localjitter, contribution of f0_slope_mean is strongly positive",0.0
"For almost every records in test set in depression with high localjitter, contribution of localjitter is strongly negative",0.0
"For most records in test set in depression with high localjitter, contribution of localjitter is strongly negative",0.0
"For around half records in test set in depression with high localjitter, contribution of localjitter is strongly negative",0.07596793874092496
"For few records in test set in depression with high localjitter, contribution of localjitter is strongly negative",0.7544192367554451
"For almost none records in test set in depression with high localjitter, contribution of localjitter is strongly negative",0.0
"For almost every records in test set in depression with high localjitter, contribution of localjitter is around zero",0.0
"For most records in test set in depression with high localjitter, contribution of localjitter is around zero",0.0
"For around half records in test set in depression with high localjitter, contribution of localjitter is around zero",1.0
"For few records in test set in depression with high localjitter, contribution of localjitter is around zero",0.02690534766610242
"For almost none records in test set in depression with high localjitter, contribution of localjitter is around zero",0.0
"For almost every records in test set in depression with high localjitter, contribution of localjitter is strongly positive",0.0
"For most records in test set in depression with high localjitter, contribution of localjitter is strongly positive",0.0
"For around half records in test set in depression with high localjitter, contribution of localjitter is strongly positive",1.0
"For few records in test set in depression with high localjitter, contribution of localjitter is strongly positive",0.02382321621757571
"For almost none records in test set in depression with high localjitter, contribution of localjitter is strongly positive",0.0
"For almost every records in test set in depression with high localjitter, contribution of localshimmer is strongly negative",0.0
"For most records in test set in depression with high localjitter, contribution of localshimmer is strongly negative",0.12372513170834631
"For around half records in test set in depression with high localjitter, contribution of localshimmer is strongly negative",1.0
"For few records in test set in depression with high localjitter, contribution of localshimmer is strongly negative",0.0
"For almost none records in test set in depression with high localjitter, contribution of localshimmer is strongly negative",0.0
"For almost every records in test set in depression with high localjitter, contribution of localshimmer is around zero",0.0
"For most records in test set in depression with high localjitter, contribution of localshimmer is around zero",0.0
"For around half records in test set in depression with high localjitter, contribution of localshimmer is around zero",1.0
"For few records in test set in depression with high localjitter, contribution of localshimmer is around zero",0.1693703569020765
"For almost none records in test set in depression with high localjitter, contribution of localshimmer is around zero",0.0
"For almost every records in test set in depression with high localjitter, contribution of localshimmer is strongly positive",0.0
"For most records in test set in depression with high localjitter, contribution of localshimmer is strongly positive",0.0
"For around half records in test set in depression with high localjitter, contribution of localshimmer is strongly positive",0.0
"For few records in test set in depression with high localjitter, contribution of localshimmer is strongly positive",1.0
"For almost none records in test set in depression with high localjitter, contribution of localshimmer is strongly positive",0.8209006904654654
"For almost every records in test set in depression with high localjitter, contribution of pitch_mean is strongly negative",0.0
"For most records in test set in depression with high localjitter, contribution of pitch_mean is strongly negative",0.0
"For around half records in test set in depression with high localjitter, contribution of pitch_mean is strongly negative",0.0
"For few records in test set in depression with high localjitter, contribution of pitch_mean is strongly negative",1.0
"For almost none records in test set in depression with high localjitter, contribution of pitch_mean is strongly negative",1.0
"For almost every records in test set in depression with high localjitter, contribution of pitch_mean is around zero",0.0
"For most records in test set in depression with high localjitter, contribution of pitch_mean is around zero",0.0
"For around half records in test set in depression with high localjitter, contribution of pitch_mean is around zero",0.2714827656568795
"For few records in test set in depression with high localjitter, contribution of pitch_mean is around zero",0.6371103406058723
"For almost none records in test set in depression with high localjitter, contribution of pitch_mean is around zero",0.0
"For almost every records in test set in depression with high localjitter, contribution of pitch_mean is strongly positive",0.0
"For most records in test set in depression with high localjitter, contribution of pitch_mean is strongly positive",0.6953685747675835
"For around half records in test set in depression with high localjitter, contribution of pitch_mean is strongly positive",0.17438570872069378
"For few records in test set in depression with high localjitter, contribution of pitch_mean is strongly positive",0.0
"For almost none records in test set in depression with high localjitter, contribution of pitch_mean is strongly positive",0.0
"For almost every records in test set with high localjitter, contribution of energy_mean is strongly negative",0.0
"For most records in test set with high localjitter, contribution of energy_mean is strongly negative",0.0
"For around half records in test set with high localjitter, contribution of energy_mean is strongly negative",1.0
"For few records in test set with high localjitter, contribution of energy_mean is strongly negative",0.056278868928991144
"For almost none records in test set with high localjitter, contribution of energy_mean is strongly negative",0.0
"For almost every records in test set with high localjitter, contribution of energy_mean is around zero",0.0
"For most records in test set with high localjitter, contribution of energy_mean is around zero",0.0
"For around half records in test set with high localjitter, contribution of energy_mean is around zero",0.0069385206432072905
"For few records in test set with high localjitter, contribution of energy_mean is around zero",0.7958368876140757
"For almost none records in test set with high localjitter, contribution of energy_mean is around zero",0.0
"For almost every records in test set with high localjitter, contribution of energy_mean is strongly positive",0.0
"For most records in test set with high localjitter, contribution of energy_mean is strongly positive",0.0
"For around half records in test set with high localjitter, contribution of energy_mean is strongly positive",0.9720851751013926
"For few records in test set with high localjitter, contribution of energy_mean is strongly positive",0.21674889493916444
"For almost none records in test set with high localjitter, contribution of energy_mean is strongly positive",0.0
"For almost every records in test set with high localjitter, contribution of f0_slope_mean is strongly negative",0.0
"For most records in test set with high localjitter, contribution of f0_slope_mean is strongly negative",0.0
"For around half records in test set with high localjitter, contribution of f0_slope_mean is strongly negative",0.9635951668431005
"For few records in test set with high localjitter, contribution of f0_slope_mean is strongly negative",0.22184289989413966
"For almost none records in test set with high localjitter, contribution of f0_slope_mean is strongly negative",0.0
"For almost every records in test set with high localjitter, contribution of f0_slope_mean is around zero",0.0
"For most records in test set with high localjitter, contribution of f0_slope_mean is around zero",0.0
"For around half records in test set with high localjitter, contribution of f0_slope_mean is around zero",0.08957407512689565
"For few records in test set with high localjitter, contribution of f0_slope_mean is around zero",0.7462555549238626
"For almost none records in test set with high localjitter, contribution of f0_slope_mean is around zero",0.0
"For almost every records in test set with high localjitter, contribution of f0_slope_mean is strongly positive",0.0
"For most records in test set with high localjitter, contribution of f0_slope_mean is strongly positive",0.0
"For around half records in test set with high localjitter, contribution of f0_slope_mean is strongly positive",1.0
"For few records in test set with high localjitter, contribution of f0_slope_mean is strongly positive",0.0
"For almost none records in test set with high localjitter, contribution of f0_slope_mean is strongly positive",0.0
"For almost every records in test set with high localjitter, contribution of localjitter is strongly negative",0.0
"For most records in test set with high localjitter, contribution of localjitter is strongly negative",0.0
"For around half records in test set with high localjitter, contribution of localjitter is strongly negative",1.0
"For few records in test set with high localjitter, contribution of localjitter is strongly negative",0.1149877551299059
"For almost none records in test set with high localjitter, contribution of localjitter is strongly negative",0.0
"For almost every records in test set with high localjitter, contribution of localjitter is around zero",0.0
"For most records in test set with high localjitter, contribution of localjitter is around zero",0.0
"For around half records in test set with high localjitter, contribution of localjitter is around zero",0.7210650596053236
"For few records in test set with high localjitter, contribution of localjitter is around zero",0.36736096423680575
"For almost none records in test set with high localjitter, contribution of localjitter is around zero",0.0
"For almost every records in test set with high localjitter, contribution of localjitter is strongly positive",0.0
"For most records in test set with high localjitter, contribution of localjitter is strongly positive",0.0
"For around half records in test set with high localjitter, contribution of localjitter is strongly positive",0.6135486775114289
"For few records in test set with high localjitter, contribution of localjitter is strongly positive",0.43187079349314256
"For almost none records in test set with high localjitter, contribution of localjitter is strongly positive",0.0
"For almost every records in test set with high localjitter, contribution of localshimmer is strongly negative",0.0
"For most records in test set with high localjitter, contribution of localshimmer is strongly negative",0.2248812180498072
"For around half records in test set with high localjitter, contribution of localshimmer is strongly negative",0.9585313032503209
"For few records in test set with high localjitter, contribution of localshimmer is strongly negative",0.0
"For almost none records in test set with high localjitter, contribution of localshimmer is strongly negative",0.0
"For almost every records in test set with high localjitter, contribution of localshimmer is around zero",0.0
"For most records in test set with high localjitter, contribution of localshimmer is around zero",0.0
"For around half records in test set with high localjitter, contribution of localshimmer is around zero",0.8019560468794034
"For few records in test set with high localjitter, contribution of localshimmer is around zero",0.31882637187235796
"For almost none records in test set with high localjitter, contribution of localshimmer is around zero",0.0
"For almost every records in test set with high localjitter, contribution of localshimmer is strongly positive",0.0
"For most records in test set with high localjitter, contribution of localshimmer is strongly positive",0.0
"For around half records in test set with high localjitter, contribution of localshimmer is strongly positive",0.0
"For few records in test set with high localjitter, contribution of localshimmer is strongly positive",1.0
"For almost none records in test set with high localjitter, contribution of localshimmer is strongly positive",0.7494667118788482
"For almost every records in test set with high localjitter, contribution of pitch_mean is strongly negative",0.0
"For most records in test set with high localjitter, contribution of pitch_mean is strongly negative",0.0
"For around half records in test set with high localjitter, contribution of pitch_mean is strongly negative",0.24463311323465853
"For few records in test set with high localjitter, contribution of pitch_mean is strongly negative",0.6532201320592049
"For almost none records in test set with high localjitter, contribution of pitch_mean is strongly negative",0.0
"For almost every records in test set with high localjitter, contribution of pitch_mean is around zero",0.0
"For most records in test set with high localjitter, contribution of pitch_mean is around zero",0.0
"For around half records in test set with high localjitter, contribution of pitch_mean is around zero",0.0
"For few records in test set with high localjitter, contribution of pitch_mean is around zero",0.8499609027848289
"For almost none records in test set with high localjitter, contribution of pitch_mean is around zero",0.0832681713080482
"For almost every records in test set with high localjitter, contribution of pitch_mean is strongly positive",0.0
"For most records in test set with high localjitter, contribution of pitch_mean is strongly positive",0.012793462313148913
"For around half records in test set with high localjitter, contribution of pitch_mean is strongly positive",1.0
"For few records in test set with high localjitter, contribution of pitch_mean is strongly positive",0.0
"For almost none records in test set with high localjitter, contribution of pitch_mean is strongly positive",0.0
"For almost every records in test set in euthymia with low localshimmer, contribution of energy_mean is strongly negative",0.48227683575678765
"For most records in test set in euthymia with low localshimmer, contribution of energy_mean is strongly negative",1.0
"For around half records in test set in euthymia with low localshimmer, contribution of energy_mean is strongly negative",0.0
"For few records in test set in euthymia with low localshimmer, contribution of energy_mean is strongly negative",0.0
"For almost none records in test set in euthymia with low localshimmer, contribution of energy_mean is strongly negative",0.0
"For almost every records in test set in euthymia with low localshimmer, contribution of energy_mean is around zero",0.0
"For most records in test set in euthymia with low localshimmer, contribution of energy_mean is around zero",0.0
"For around half records in test set in euthymia with low localshimmer, contribution of energy_mean is around zero",0.0
"For few records in test set in euthymia with low localshimmer, contribution of energy_mean is around zero",1.0
"For almost none records in test set in euthymia with low localshimmer, contribution of energy_mean is around zero",0.7394436792685114
"For almost every records in test set in euthymia with low localshimmer, contribution of energy_mean is strongly positive",0.0
"For most records in test set in euthymia with low localshimmer, contribution of energy_mean is strongly positive",0.0
"For around half records in test set in euthymia with low localshimmer, contribution of energy_mean is strongly positive",0.0
"For few records in test set in euthymia with low localshimmer, contribution of energy_mean is strongly positive",1.0
"For almost none records in test set in euthymia with low localshimmer, contribution of energy_mean is strongly positive",1.0
"For almost every records in test set in euthymia with low localshimmer, contribution of f0_slope_mean is strongly negative",0.0
"For most records in test set in euthymia with low localshimmer, contribution of f0_slope_mean is strongly negative",0.0
"For around half records in test set in euthymia with low localshimmer, contribution of f0_slope_mean is strongly negative",1.0
"For few records in test set in euthymia with low localshimmer, contribution of f0_slope_mean is strongly negative",0.03925374094960735
"For almost none records in test set in euthymia with low localshimmer, contribution of f0_slope_mean is strongly negative",0.0
"For almost every records in test set in euthymia with low localshimmer, contribution of f0_slope_mean is around zero",0.0
"For most records in test set in euthymia with low localshimmer, contribution of f0_slope_mean is around zero",0.0
"For around half records in test set in euthymia with low localshimmer, contribution of f0_slope_mean is around zero",0.0
"For few records in test set in euthymia with low localshimmer, contribution of f0_slope_mean is around zero",1.0
"For almost none records in test set in euthymia with low localshimmer, contribution of f0_slope_mean is around zero",0.34340257330497626
"For almost every records in test set in euthymia with low localshimmer, contribution of f0_slope_mean is strongly positive",0.0
"For most records in test set in euthymia with low localshimmer, contribution of f0_slope_mean is strongly positive",0.0
"For around half records in test set in euthymia with low localshimmer, contribution of f0_slope_mean is strongly positive",1.0
"For few records in test set in euthymia with low localshimmer, contribution of f0_slope_mean is strongly positive",0.0050104770303061276
"For almost none records in test set in euthymia with low localshimmer, contribution of f0_slope_mean is strongly positive",0.0
"For almost every records in test set in euthymia with low localshimmer, contribution of localjitter is strongly negative",0.0
"For most records in test set in euthymia with low localshimmer, contribution of localjitter is strongly negative",0.0
"For around half records in test set in euthymia with low localshimmer, contribution of localjitter is strongly negative",1.0
"For few records in test set in euthymia with low localshimmer, contribution of localjitter is strongly negative",0.0
"For almost none records in test set in euthymia with low localshimmer, contribution of localjitter is strongly negative",0.0
"For almost every records in test set in euthymia with low localshimmer, contribution of localjitter is around zero",0.0
"For most records in test set in euthymia with low localshimmer, contribution of localjitter is around zero",0.0
"For around half records in test set in euthymia with low localshimmer, contribution of localjitter is around zero",0.0
"For few records in test set in euthymia with low localshimmer, contribution of localjitter is around zero",1.0
"For almost none records in test set in euthymia with low localshimmer, contribution of localjitter is around zero",1.0
"For almost every records in test set in euthymia with low localshimmer, contribution of localjitter is strongly positive",0.0
"For most records in test set in euthymia with low localshimmer, contribution of localjitter is strongly positive",0.0
"For around half records in test set in euthymia with low localshimmer, contribution of localjitter is strongly positive",1.0
"For few records in test set in euthymia with low localshimmer, contribution of localjitter is strongly positive",0.0
"For almost none records in test set in euthymia with low localshimmer, contribution of localjitter is strongly positive",0.0
"For almost every records in test set in euthymia with low localshimmer, contribution of localshimmer is strongly negative",0.0
"For most records in test set in euthymia with low localshimmer, contribution of localshimmer is strongly negative",0.0
"For around half records in test set in euthymia with low localshimmer, contribution of localshimmer is strongly negative",0.0
"For few records in test set in euthymia with low localshimmer, contribution of localshimmer is strongly negative",1.0
"For almost none records in test set in euthymia with low localshimmer, contribution of localshimmer is strongly negative",0.843364972455454
"For almost every records in test set in euthymia with low localshimmer, contribution of localshimmer is around zero",0.0
"For most records in test set in euthymia with low localshimmer, contribution of localshimmer is around zero",0.0
"For around half records in test set in euthymia with low localshimmer, contribution of localshimmer is around zero",0.433667434173157
"For few records in test set in euthymia with low localshimmer, contribution of localshimmer is around zero",0.5397995394961058
"For almost none records in test set in euthymia with low localshimmer, contribution of localshimmer is around zero",0.0
"For almost every records in test set in euthymia with low localshimmer, contribution of localshimmer is strongly positive",0.0
"For most records in test set in euthymia with low localshimmer, contribution of localshimmer is strongly positive",0.5909110943213045
"For around half records in test set in euthymia with low localshimmer, contribution of localshimmer is strongly positive",0.3484815094644921
"For few records in test set in euthymia with low localshimmer, contribution of localshimmer is strongly positive",0.0
"For almost none records in test set in euthymia with low localshimmer, contribution of localshimmer is strongly positive",0.0
"For almost every records in test set in euthymia with low localshimmer, contribution of pitch_mean is strongly negative",1.0
"For most records in test set in euthymia with low localshimmer, contribution of pitch_mean is strongly negative",1.0
"For around half records in test set in euthymia with low localshimmer, contribution of pitch_mean is strongly negative",0.0
"For few records in test set in euthymia with low localshimmer, contribution of pitch_mean is strongly negative",0.0
"For almost none records in test set in euthymia with low localshimmer, contribution of pitch_mean is strongly negative",0.0
"For almost every records in test set in euthymia with low localshimmer, contribution of pitch_mean is around zero",0.0
"For most records in test set in euthymia with low localshimmer, contribution of pitch_mean is around zero",0.0
"For around half records in test set in euthymia with low localshimmer, contribution of pitch_mean is around zero",0.0
"For few records in test set in euthymia with low localshimmer, contribution of pitch_mean is around zero",1.0
"For almost none records in test set in euthymia with low localshimmer, contribution of pitch_mean is around zero",1.0
"For almost every records in test set in euthymia with low localshimmer, contribution of pitch_mean is strongly positive",0.0
"For most records in test set in euthymia with low localshimmer, contribution of pitch_mean is strongly positive",0.0
"For around half records in test set in euthymia with low localshimmer, contribution of pitch_mean is strongly positive",0.0
"For few records in test set in euthymia with low localshimmer, contribution of pitch_mean is strongly positive",1.0
"For almost none records in test set in euthymia with low localshimmer, contribution of pitch_mean is strongly positive",1.0
"For almost every records in test set in depression with low localshimmer, contribution of energy_mean is strongly negative",0.0
"For most records in test set in depression with low localshimmer, contribution of energy_mean is strongly negative",0.0
"For around half records in test set in depression with low localshimmer, contribution of energy_mean is strongly negative",1.0
"For few records in test set in depression with low localshimmer, contribution of energy_mean is strongly negative",0.12595492354049778
"For almost none records in test set in depression with low localshimmer, contribution of energy_mean is strongly negative",0.0
"For almost every records in test set in depression with low localshimmer, contribution of energy_mean is around zero",0.0
"For most records in test set in depression with low localshimmer, contribution of energy_mean is around zero",0.0
"For around half records in test set in depression with low localshimmer, contribution of energy_mean is around zero",0.8647791442035068
"For few records in test set in depression with low localshimmer, contribution of energy_mean is around zero",0.2811325134778959
"For almost none records in test set in depression with low localshimmer, contribution of energy_mean is around zero",0.0
"For almost every records in test set in depression with low localshimmer, contribution of energy_mean is strongly positive",0.0
"For most records in test set in depression with low localshimmer, contribution of energy_mean is strongly positive",0.0
"For around half records in test set in depression with low localshimmer, contribution of energy_mean is strongly positive",0.302424107575238
"For few records in test set in depression with low localshimmer, contribution of energy_mean is strongly positive",0.6185455354548572
"For almost none records in test set in depression with low localshimmer, contribution of energy_mean is strongly positive",0.0
"For almost every records in test set in depression with low localshimmer, contribution of f0_slope_mean is strongly negative",0.0
"For most records in test set in depression with low localshimmer, contribution of f0_slope_mean is strongly negative",0.0
"For around half records in test set in depression with low localshimmer, contribution of f0_slope_mean is strongly negative",0.0
"For few records in test set in depression with low localshimmer, contribution of f0_slope_mean is strongly negative",0.8229108864223821
"For almost none records in test set in depression with low localshimmer, contribution of f0_slope_mean is strongly negative",0.03818481070397012
"For almost every records in test set in depression with low localshimmer, contribution of f0_slope_mean is around zero",0.0
"For most records in test set in depression with low localshimmer, contribution of f0_slope_mean is around zero",0.0
"For around half records in test set in depression with low localshimmer, contribution of f0_slope_mean is around zero",0.0
"For few records in test set in depression with low localshimmer, contribution of f0_slope_mean is around zero",0.8490819964568731
"For almost none records in test set in depression with low localshimmer, contribution of f0_slope_mean is around zero",0.08180332742812181
"For almost every records in test set in depression with low localshimmer, contribution of f0_slope_mean is strongly positive",0.0
"For most records in test set in depression with low localshimmer, contribution of f0_slope_mean is strongly positive",0.21817939393287442
"For around half records in test set in depression with low localshimmer, contribution of f0_slope_mean is strongly positive",0.9697010101118756
"For few records in test set in depression with low localshimmer, contribution of f0_slope_mean is strongly positive",0.0
"For almost none records in test set in depression with low localshimmer, contribution of f0_slope_mean is strongly positive",0.0
"For almost every records in test set in depression with low localshimmer, contribution of localjitter is strongly negative",0.0
"For most records in test set in depression with low localshimmer, contribution of localjitter is strongly negative",0.0
"For around half records in test set in depression with low localshimmer, contribution of localjitter is strongly negative",0.0
"For few records in test set in depression with low localshimmer, contribution of localjitter is strongly negative",1.0
"For almost none records in test set in depression with low localshimmer, contribution of localjitter is strongly negative",0.676154250559934
"For almost every records in test set in depression with low localshimmer, contribution of localjitter is around zero",0.0
"For most records in test set in depression with low localshimmer, contribution of localjitter is around zero",0.0
"For around half records in test set in depression with low localshimmer, contribution of localjitter is around zero",0.6232136563049239
"For few records in test set in depression with low localshimmer, contribution of localjitter is around zero",0.42607180621704566
"For almost none records in test set in depression with low localshimmer, contribution of localjitter is around zero",0.0
"For almost every records in test set in depression with low localshimmer, contribution of localjitter is strongly positive",0.0
"For most records in test set in depression with low localshimmer, contribution of localjitter is strongly positive",0.3593339520739611
"For around half records in test set in depression with low localshimmer, contribution of localjitter is strongly positive",0.7344434132100643
"For few records in test set in depression with low localshimmer, contribution of localjitter is strongly positive",0.0
"For almost none records in test set in depression with low localshimmer, contribution of localjitter is strongly positive",0.0
"For almost every records in test set in depression with low localshimmer, contribution of localshimmer is strongly negative",0.0
"For most records in test set in depression with low localshimmer, contribution of localshimmer is strongly negative",0.0
"For around half records in test set in depression with low localshimmer, contribution of localshimmer is strongly negative",0.0
"For few records in test set in depression with low localshimmer, contribution of localshimmer is strongly negative",1.0
"For almost none records in test set in depression with low localshimmer, contribution of localshimmer is strongly negative",1.0
"For almost every records in test set in depression with low localshimmer, contribution of localshimmer is around zero",0.0
"For most records in test set in depression with low localshimmer, contribution of localshimmer is around zero",0.0
"For around half records in test set in depression with low localshimmer, contribution of localshimmer is around zero",0.3525868959972803
"For few records in test set in depression with low localshimmer, contribution of localshimmer is around zero",0.5884478624016318
"For almost none records in test set in depression with low localshimmer, contribution of localshimmer is around zero",0.0
"For almost every records in test set in depression with low localshimmer, contribution of localshimmer is strongly positive",0.0
"For most records in test set in depression with low localshimmer, contribution of localshimmer is strongly positive",0.7211413044901183
"For around half records in test set in depression with low localshimmer, contribution of localshimmer is strongly positive",0.1314311591831359
"For few records in test set in depression with low localshimmer, contribution of localshimmer is strongly positive",0.0
"For almost none records in test set in depression with low localshimmer, contribution of localshimmer is strongly positive",0.0
"For almost every records in test set in depression with low localshimmer, contribution of pitch_mean is strongly negative",0.0
"For most records in test set in depression with low localshimmer, contribution of pitch_mean is strongly negative",0.0
"For around half records in test set in depression with low localshimmer, contribution of pitch_mean is strongly negative",0.8459377663638112
"For few records in test set in depression with low localshimmer, contribution of pitch_mean is strongly negative",0.29243734018171325
"For almost none records in test set in depression with low localshimmer, contribution of pitch_mean is strongly negative",0.0
"For almost every records in test set in depression with low localshimmer, contribution of pitch_mean is around zero",0.0
"For most records in test set in depression with low localshimmer, contribution of pitch_mean is around zero",0.0
"For around half records in test set in depression with low localshimmer, contribution of pitch_mean is around zero",0.0
"For few records in test set in depression with low localshimmer, contribution of pitch_mean is around zero",0.9035025718440807
"For almost none records in test set in depression with low localshimmer, contribution of pitch_mean is around zero",0.17250428640680104
"For almost every records in test set in depression with low localshimmer, contribution of pitch_mean is strongly positive",0.0
"For most records in test set in depression with low localshimmer, contribution of pitch_mean is strongly positive",0.0
"For around half records in test set in depression with low localshimmer, contribution of pitch_mean is strongly positive",1.0
"For few records in test set in depression with low localshimmer, contribution of pitch_mean is strongly positive",0.0
"For almost none records in test set in depression with low localshimmer, contribution of pitch_mean is strongly positive",0.0
"For almost every records in test set with low localshimmer, contribution of energy_mean is strongly negative",0.0
"For most records in test set with low localshimmer, contribution of energy_mean is strongly negative",0.0
"For around half records in test set with low localshimmer, contribution of energy_mean is strongly negative",1.0
"For few records in test set with low localshimmer, contribution of energy_mean is strongly negative",0.0
"For almost none records in test set with low localshimmer, contribution of energy_mean is strongly negative",0.0
"For almost every records in test set with low localshimmer, contribution of energy_mean is around zero",0.0
"For most records in test set with low localshimmer, contribution of energy_mean is around zero",0.0
"For around half records in test set with low localshimmer, contribution of energy_mean is around zero",0.47319697602080135
"For few records in test set with low localshimmer, contribution of energy_mean is around zero",0.5160818143875192
"For almost none records in test set with low localshimmer, contribution of energy_mean is around zero",0.0
"For almost every records in test set with low localshimmer, contribution of energy_mean is strongly positive",0.0
"For most records in test set with low localshimmer, contribution of energy_mean is strongly positive",0.0
"For around half records in test set with low localshimmer, contribution of energy_mean is strongly positive",0.0
"For few records in test set with low localshimmer, contribution of energy_mean is strongly positive",0.8316161320726383
"For almost none records in test set with low localshimmer, contribution of energy_mean is strongly positive",0.052693553454397066
"For almost every records in test set with low localshimmer, contribution of f0_slope_mean is strongly negative",0.0
"For most records in test set with low localshimmer, contribution of f0_slope_mean is strongly negative",0.0
"For around half records in test set with low localshimmer, contribution of f0_slope_mean is strongly negative",0.280626017449304
"For few records in test set with low localshimmer, contribution of f0_slope_mean is strongly negative",0.6316243895304177
"For almost none records in test set with low localshimmer, contribution of f0_slope_mean is strongly negative",0.0
"For almost every records in test set with low localshimmer, contribution of f0_slope_mean is around zero",0.0
"For most records in test set with low localshimmer, contribution of f0_slope_mean is around zero",0.0
"For around half records in test set with low localshimmer, contribution of f0_slope_mean is around zero",0.0
"For few records in test set with low localshimmer, contribution of f0_slope_mean is around zero",0.887394978318226
"For almost none records in test set with low localshimmer, contribution of f0_slope_mean is around zero",0.1456582971970432
"For almost every records in test set with low localshimmer, contribution of f0_slope_mean is strongly positive",0.0
"For most records in test set with low localshimmer, contribution of f0_slope_mean is strongly positive",0.06606209620417769
"For around half records in test set with low localshimmer, contribution of f0_slope_mean is strongly positive",1.0
"For few records in test set with low localshimmer, contribution of f0_slope_mean is strongly positive",0.0
"For almost none records in test set with low localshimmer, contribution of f0_slope_mean is strongly positive",0.0
"For almost every records in test set with low localshimmer, contribution of localjitter is strongly negative",0.0
"For most records in test set with low localshimmer, contribution of localjitter is strongly negative",0.0
"For around half records in test set with low localshimmer, contribution of localjitter is strongly negative",0.0
"For few records in test set with low localshimmer, contribution of localjitter is strongly negative",0.8512809630162494
"For almost none records in test set with low localshimmer, contribution of localjitter is strongly negative",0.08546827169374895
"For almost every records in test set with low localshimmer, contribution of localjitter is around zero",0.0
